Date,State Name,Vegetable Name,Wholesale Price,Retail Price,Mall Price,Unit,Vegetable Image
2024-05-30,Uttarakhand,Coriander Leaves,8,9 - 10,10 - 13,1kg,N/A
2024-05-30,Uttarakhand,Corn,34,39 - 43,41 - 56,1kg,N/A
2024-05-30,Uttarakhand,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-05-30,Uttarakhand,Curry Leaves,27,31 - 34,32 - 45,1kg,N/A
2024-05-30,Uttarakhand,Dill Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-30,Uttarakhand,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-30,Uttarakhand,Brinjal,32,37 - 41,38 - 53,1kg,N/A
2024-05-30,Uttarakhand,Brinjal (Big),32,37 - 41,38 - 53,1kg,N/A
2024-05-30,Uttarakhand,Elephant Yam,34,39 - 43,41 - 56,1kg,N/A
2024-05-30,Uttarakhand,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-30,Uttarakhand,French Beans,179,206 - 227,215 - 295,1kg,N/A
2024-05-30,Uttarakhand,Garlic,256,294 - 325,307 - 422,1kg,N/A
2024-05-30,Uttarakhand,Ginger,128,147 - 163,154 - 211,1kg,N/A
2024-05-30,Uttarakhand,Onion Green,38,44 - 48,46 - 63,1kg,N/A
2024-05-30,Uttarakhand,Green Peas,50,58 - 64,60 - 83,1kg,N/A
2024-05-30,Uttarakhand,Ivy Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-05-30,Uttarakhand,Lemon (Lime),93,107 - 118,112 - 153,1kg,N/A
2024-05-30,Uttarakhand,Mango Raw,26,30 - 33,31 - 43,1kg,N/A
2024-05-30,Uttarakhand,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-30,Uttarakhand,Mushroom,80,92 - 102,96 - 132,1kg,N/A
2024-05-30,Uttarakhand,Mustard Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-30,Uttarakhand,Ladies Finger,43,49 - 55,52 - 71,1kg,N/A
2024-05-30,Uttarakhand,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-05-30,Uttarakhand,Radish,30,35 - 38,36 - 50,1kg,N/A
2024-05-30,Uttarakhand,Ridge Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-05-30,Uttarakhand,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,N/A
2024-05-30,Uttarakhand,Snake Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-05-30,Uttarakhand,Sorrel Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-30,Uttarakhand,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-05-30,Uttarakhand,Sweet Potato,39,45 - 50,47 - 64,1kg,N/A
2024-05-31,Uttarakhand,Onion Big,31,36 - 39,37 - 51,1kg,N/A
2024-05-31,Uttarakhand,Onion Small,32,37 - 41,38 - 53,1kg,N/A
2024-05-31,Uttarakhand,Tomato,23,26 - 29,28 - 38,1kg,N/A
2024-05-31,Uttarakhand,Green Chilli,66,76 - 84,79 - 109,1kg,N/A
2024-05-31,Uttarakhand,Beetroot,38,44 - 48,46 - 63,1kg,N/A
2024-05-31,Uttarakhand,Potato,35,40 - 44,42 - 58,1kg,N/A
2024-05-31,Uttarakhand,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-05-31,Uttarakhand,Amaranth Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-31,Uttarakhand,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-05-31,Uttarakhand,Ash gourd,23,26 - 29,28 - 38,1kg,N/A
2024-05-31,Uttarakhand,Baby Corn,65,75 - 83,78 - 107,1kg,N/A
2024-05-31,Uttarakhand,Banana Flower,14,16 - 18,17 - 23,1kg,N/A
2024-05-31,Uttarakhand,Capsicum,44,51 - 56,53 - 73,1kg,N/A
2024-05-31,Uttarakhand,Bitter Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-05-31,Uttarakhand,Bottle Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-05-31,Uttarakhand,Butter Beans,46,53 - 58,55 - 76,1kg,N/A
2024-05-31,Uttarakhand,Broad Beans,63,72 - 80,76 - 104,1kg,N/A
2024-05-31,Uttarakhand,Cabbage,33,38 - 42,40 - 54,1kg,N/A
2024-05-31,Uttarakhand,Carrot,44,51 - 56,53 - 73,1kg,N/A
2024-05-31,Uttarakhand,Cauliflower,28,32 - 36,34 - 46,1kg,N/A
2024-05-31,Uttarakhand,Cluster beans,43,49 - 55,52 - 71,1kg,N/A
2024-05-31,Uttarakhand,Coconut,33,38 - 42,40 - 54,1kg,N/A
2024-05-31,Uttarakhand,Colocasia Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-31,Uttarakhand,Colocasia,27,31 - 34,32 - 45,1kg,N/A
2024-05-31,Uttarakhand,Coriander Leaves,8,9 - 10,10 - 13,1kg,N/A
2024-05-31,Uttarakhand,Corn,34,39 - 43,41 - 56,1kg,N/A
2024-05-31,Uttarakhand,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-05-31,Uttarakhand,Curry Leaves,27,31 - 34,32 - 45,1kg,N/A
2024-05-31,Uttarakhand,Dill Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-31,Uttarakhand,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-31,Uttarakhand,Brinjal,32,37 - 41,38 - 53,1kg,N/A
2024-05-31,Uttarakhand,Brinjal (Big),32,37 - 41,38 - 53,1kg,N/A
2024-05-31,Uttarakhand,Elephant Yam,34,39 - 43,41 - 56,1kg,N/A
2024-05-31,Uttarakhand,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-31,Uttarakhand,French Beans,179,206 - 227,215 - 295,1kg,N/A
2024-05-31,Uttarakhand,Garlic,256,294 - 325,307 - 422,1kg,N/A
2024-05-31,Uttarakhand,Ginger,128,147 - 163,154 - 211,1kg,N/A
2024-05-31,Uttarakhand,Onion Green,38,44 - 48,46 - 63,1kg,N/A
2024-05-31,Uttarakhand,Green Peas,50,58 - 64,60 - 83,1kg,N/A
2024-05-31,Uttarakhand,Ivy Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-05-31,Uttarakhand,Lemon (Lime),93,107 - 118,112 - 153,1kg,N/A
2024-05-31,Uttarakhand,Mango Raw,26,30 - 33,31 - 43,1kg,N/A
2024-05-31,Uttarakhand,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-31,Uttarakhand,Mushroom,80,92 - 102,96 - 132,1kg,N/A
2024-05-31,Uttarakhand,Mustard Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-31,Uttarakhand,Ladies Finger,43,49 - 55,52 - 71,1kg,N/A
2024-05-31,Uttarakhand,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-05-31,Uttarakhand,Radish,30,35 - 38,36 - 50,1kg,N/A
2024-05-31,Uttarakhand,Ridge Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-05-31,Uttarakhand,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,N/A
2024-05-31,Uttarakhand,Snake Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-05-31,Uttarakhand,Sorrel Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-31,Uttarakhand,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-05-31,Uttarakhand,Sweet Potato,39,45 - 50,47 - 64,1kg,N/A
2024-06-01,Uttarakhand,Onion Big,31,36 - 39,37 - 51,1kg,N/A
2024-06-01,Uttarakhand,Onion Small,34,39 - 43,41 - 56,1kg,N/A
2024-06-01,Uttarakhand,Tomato,23,26 - 29,28 - 38,1kg,N/A
2024-06-01,Uttarakhand,Green Chilli,85,98 - 108,102 - 140,1kg,N/A
2024-06-01,Uttarakhand,Beetroot,39,45 - 50,47 - 64,1kg,N/A
2024-06-01,Uttarakhand,Potato,33,38 - 42,40 - 54,1kg,N/A
2024-06-01,Uttarakhand,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-06-01,Uttarakhand,Amaranth Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-01,Uttarakhand,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-06-01,Uttarakhand,Ash gourd,20,23 - 25,24 - 33,1kg,N/A
2024-06-01,Uttarakhand,Baby Corn,52,60 - 66,62 - 86,1kg,N/A
2024-06-01,Uttarakhand,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-06-01,Uttarakhand,Capsicum,44,51 - 56,53 - 73,1kg,N/A
2024-06-01,Uttarakhand,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-01,Uttarakhand,Bottle Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-01,Uttarakhand,Butter Beans,47,54 - 60,56 - 78,1kg,N/A
2024-06-01,Uttarakhand,Broad Beans,64,74 - 81,77 - 106,1kg,N/A
2024-06-01,Uttarakhand,Cabbage,29,33 - 37,35 - 48,1kg,N/A
2024-06-01,Uttarakhand,Carrot,40,46 - 51,48 - 66,1kg,N/A
2024-06-01,Uttarakhand,Cauliflower,25,29 - 32,30 - 41,1kg,N/A
2024-06-01,Uttarakhand,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-06-01,Uttarakhand,Coconut,36,41 - 46,43 - 59,1kg,N/A
2024-06-01,Uttarakhand,Colocasia Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-01,Uttarakhand,Colocasia,27,31 - 34,32 - 45,1kg,N/A
2024-06-01,Uttarakhand,Coriander Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-01,Uttarakhand,Corn,35,40 - 44,42 - 58,1kg,N/A
2024-06-01,Uttarakhand,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-06-01,Uttarakhand,Curry Leaves,26,30 - 33,31 - 43,1kg,N/A
2024-06-01,Uttarakhand,Dill Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-01,Uttarakhand,Drumsticks,30,35 - 38,36 - 50,1kg,N/A
2024-06-01,Uttarakhand,Brinjal,32,37 - 41,38 - 53,1kg,N/A
2024-06-01,Uttarakhand,Brinjal (Big),35,40 - 44,42 - 58,1kg,N/A
2024-06-01,Uttarakhand,Elephant Yam,40,46 - 51,48 - 66,1kg,N/A
2024-06-01,Uttarakhand,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-01,Uttarakhand,French Beans,179,206 - 227,215 - 295,1kg,N/A
2024-06-01,Uttarakhand,Garlic,277,319 - 352,332 - 457,1kg,N/A
2024-06-01,Uttarakhand,Ginger,124,143 - 157,149 - 205,1kg,N/A
2024-06-01,Uttarakhand,Onion Green,42,48 - 53,50 - 69,1kg,N/A
2024-06-01,Uttarakhand,Green Peas,44,51 - 56,53 - 73,1kg,N/A
2024-06-01,Uttarakhand,Ivy Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-01,Uttarakhand,Lemon (Lime),110,127 - 140,132 - 182,1kg,N/A
2024-06-01,Uttarakhand,Mango Raw,28,32 - 36,34 - 46,1kg,N/A
2024-06-01,Uttarakhand,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-01,Uttarakhand,Mushroom,73,84 - 93,88 - 120,1kg,N/A
2024-06-01,Uttarakhand,Mustard Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-01,Uttarakhand,Ladies Finger,42,48 - 53,50 - 69,1kg,N/A
2024-06-01,Uttarakhand,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-06-01,Uttarakhand,Radish,32,37 - 41,38 - 53,1kg,N/A
2024-06-01,Uttarakhand,Ridge Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-01,Uttarakhand,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg,N/A
2024-06-01,Uttarakhand,Snake Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-01,Uttarakhand,Sorrel Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-01,Uttarakhand,Spinach,16,18 - 20,19 - 26,1kg,N/A
2024-06-01,Uttarakhand,Sweet Potato,38,44 - 48,46 - 63,1kg,N/A
2024-06-02,Uttarakhand,Onion Big,31,36 - 39,37 - 51,1kg,N/A
2024-06-02,Uttarakhand,Onion Small,34,39 - 43,41 - 56,1kg,N/A
2024-06-02,Uttarakhand,Tomato,23,26 - 29,28 - 38,1kg,N/A
2024-06-02,Uttarakhand,Green Chilli,85,98 - 108,102 - 140,1kg,N/A
2024-06-02,Uttarakhand,Beetroot,39,45 - 50,47 - 64,1kg,N/A
2024-06-02,Uttarakhand,Potato,33,38 - 42,40 - 54,1kg,N/A
2024-06-02,Uttarakhand,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-06-02,Uttarakhand,Amaranth Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-02,Uttarakhand,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-06-02,Uttarakhand,Ash gourd,20,23 - 25,24 - 33,1kg,N/A
2024-06-02,Uttarakhand,Baby Corn,52,60 - 66,62 - 86,1kg,N/A
2024-06-02,Uttarakhand,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-06-02,Uttarakhand,Capsicum,44,51 - 56,53 - 73,1kg,N/A
2024-06-02,Uttarakhand,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-02,Uttarakhand,Bottle Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-02,Uttarakhand,Butter Beans,47,54 - 60,56 - 78,1kg,N/A
2024-06-02,Uttarakhand,Broad Beans,64,74 - 81,77 - 106,1kg,N/A
2024-06-02,Uttarakhand,Cabbage,29,33 - 37,35 - 48,1kg,N/A
2024-06-02,Uttarakhand,Carrot,40,46 - 51,48 - 66,1kg,N/A
2024-06-02,Uttarakhand,Cauliflower,25,29 - 32,30 - 41,1kg,N/A
2024-06-02,Uttarakhand,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-06-02,Uttarakhand,Coconut,36,41 - 46,43 - 59,1kg,N/A
2024-06-02,Uttarakhand,Colocasia Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-02,Uttarakhand,Colocasia,27,31 - 34,32 - 45,1kg,N/A
2024-06-02,Uttarakhand,Coriander Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-02,Uttarakhand,Corn,35,40 - 44,42 - 58,1kg,N/A
2024-06-02,Uttarakhand,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-06-02,Uttarakhand,Curry Leaves,26,30 - 33,31 - 43,1kg,N/A
2024-06-02,Uttarakhand,Dill Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-02,Uttarakhand,Drumsticks,30,35 - 38,36 - 50,1kg,N/A
2024-06-02,Uttarakhand,Brinjal,32,37 - 41,38 - 53,1kg,N/A
2024-06-02,Uttarakhand,Brinjal (Big),35,40 - 44,42 - 58,1kg,N/A
2024-06-02,Uttarakhand,Elephant Yam,40,46 - 51,48 - 66,1kg,N/A
2024-06-02,Uttarakhand,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-02,Uttarakhand,French Beans,179,206 - 227,215 - 295,1kg,N/A
2024-06-02,Uttarakhand,Garlic,277,319 - 352,332 - 457,1kg,N/A
2024-06-02,Uttarakhand,Ginger,124,143 - 157,149 - 205,1kg,N/A
2024-06-02,Uttarakhand,Onion Green,42,48 - 53,50 - 69,1kg,N/A
2024-06-02,Uttarakhand,Green Peas,44,51 - 56,53 - 73,1kg,N/A
2024-06-02,Uttarakhand,Ivy Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-02,Uttarakhand,Lemon (Lime),110,127 - 140,132 - 182,1kg,N/A
2024-06-02,Uttarakhand,Mango Raw,28,32 - 36,34 - 46,1kg,N/A
2024-06-02,Uttarakhand,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-02,Uttarakhand,Mushroom,73,84 - 93,88 - 120,1kg,N/A
2024-06-02,Uttarakhand,Mustard Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-02,Uttarakhand,Ladies Finger,42,48 - 53,50 - 69,1kg,N/A
2024-06-02,Uttarakhand,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-06-02,Uttarakhand,Radish,32,37 - 41,38 - 53,1kg,N/A
2024-06-02,Uttarakhand,Ridge Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-02,Uttarakhand,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg,N/A
2024-06-02,Uttarakhand,Snake Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-02,Uttarakhand,Sorrel Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-02,Uttarakhand,Spinach,16,18 - 20,19 - 26,1kg,N/A
2024-06-02,Uttarakhand,Sweet Potato,38,44 - 48,46 - 63,1kg,N/A
2024-06-03,Uttarakhand,Onion Big,32,37 - 41,38 - 53,1kg,N/A
2024-06-03,Uttarakhand,Onion Small,33,38 - 42,40 - 54,1kg,N/A
2024-06-03,Uttarakhand,Tomato,25,29 - 32,30 - 41,1kg,N/A
2024-06-03,Uttarakhand,Green Chilli,95,109 - 121,114 - 157,1kg,N/A
2024-06-03,Uttarakhand,Beetroot,38,44 - 48,46 - 63,1kg,N/A
2024-06-03,Uttarakhand,Potato,34,39 - 43,41 - 56,1kg,N/A
2024-06-03,Uttarakhand,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-06-03,Uttarakhand,Amaranth Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-03,Uttarakhand,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-03,Uttarakhand,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-06-03,Uttarakhand,Baby Corn,52,60 - 66,62 - 86,1kg,N/A
2024-06-03,Uttarakhand,Banana Flower,16,18 - 20,19 - 26,1kg,N/A
2024-06-03,Uttarakhand,Capsicum,43,49 - 55,52 - 71,1kg,N/A
2024-06-03,Uttarakhand,Bitter Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-03,Uttarakhand,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-03,Uttarakhand,Butter Beans,53,61 - 67,64 - 87,1kg,N/A
2024-06-03,Uttarakhand,Broad Beans,75,86 - 95,90 - 124,1kg,N/A
2024-06-03,Uttarakhand,Cabbage,30,35 - 38,36 - 50,1kg,N/A
2024-06-03,Uttarakhand,Carrot,42,48 - 53,50 - 69,1kg,N/A
2024-06-03,Uttarakhand,Cauliflower,27,31 - 34,32 - 45,1kg,N/A
2024-06-03,Uttarakhand,Cluster beans,43,49 - 55,52 - 71,1kg,N/A
2024-06-03,Uttarakhand,Coconut,35,40 - 44,42 - 58,1kg,N/A
2024-06-03,Uttarakhand,Colocasia Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-03,Uttarakhand,Colocasia,27,31 - 34,32 - 45,1kg,N/A
2024-06-03,Uttarakhand,Coriander Leaves,7,8 - 9,8 - 12,1kg,N/A
2024-06-03,Uttarakhand,Corn,34,39 - 43,41 - 56,1kg,N/A
2024-06-03,Uttarakhand,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-06-03,Uttarakhand,Curry Leaves,26,30 - 33,31 - 43,1kg,N/A
2024-06-03,Uttarakhand,Dill Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-03,Uttarakhand,Drumsticks,30,35 - 38,36 - 50,1kg,N/A
2024-06-03,Uttarakhand,Brinjal,38,44 - 48,46 - 63,1kg,N/A
2024-06-03,Uttarakhand,Brinjal (Big),35,40 - 44,42 - 58,1kg,N/A
2024-06-03,Uttarakhand,Elephant Yam,36,41 - 46,43 - 59,1kg,N/A
2024-06-03,Uttarakhand,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-03,Uttarakhand,French Beans,165,190 - 210,198 - 272,1kg,N/A
2024-06-03,Uttarakhand,Garlic,253,291 - 321,304 - 417,1kg,N/A
2024-06-03,Uttarakhand,Ginger,129,148 - 164,155 - 213,1kg,N/A
2024-06-03,Uttarakhand,Onion Green,45,52 - 57,54 - 74,1kg,N/A
2024-06-03,Uttarakhand,Green Peas,47,54 - 60,56 - 78,1kg,N/A
2024-06-03,Uttarakhand,Ivy Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-06-03,Uttarakhand,Lemon (Lime),108,124 - 137,130 - 178,1kg,N/A
2024-06-03,Uttarakhand,Mango Raw,27,31 - 34,32 - 45,1kg,N/A
2024-06-03,Uttarakhand,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-06-03,Uttarakhand,Mushroom,74,85 - 94,89 - 122,1kg,N/A
2024-06-03,Uttarakhand,Mustard Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-03,Uttarakhand,Ladies Finger,41,47 - 52,49 - 68,1kg,N/A
2024-06-03,Uttarakhand,Pumpkin,19,22 - 24,23 - 31,1kg,N/A
2024-06-03,Uttarakhand,Radish,33,38 - 42,40 - 54,1kg,N/A
2024-06-03,Uttarakhand,Ridge Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-03,Uttarakhand,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg,N/A
2024-06-03,Uttarakhand,Snake Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-03,Uttarakhand,Sorrel Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-03,Uttarakhand,Spinach,15,17 - 19,18 - 25,1kg,N/A
2024-06-03,Uttarakhand,Sweet Potato,39,45 - 50,47 - 64,1kg,N/A
2024-06-04,Uttarakhand,Onion Big,32,37 - 41,38 - 53,1kg,N/A
2024-06-04,Uttarakhand,Onion Small,33,38 - 42,40 - 54,1kg,N/A
2024-06-04,Uttarakhand,Tomato,25,29 - 32,30 - 41,1kg,N/A
2024-06-04,Uttarakhand,Green Chilli,95,109 - 121,114 - 157,1kg,N/A
2024-06-04,Uttarakhand,Beetroot,38,44 - 48,46 - 63,1kg,N/A
2024-06-04,Uttarakhand,Potato,34,39 - 43,41 - 56,1kg,N/A
2024-06-04,Uttarakhand,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-06-04,Uttarakhand,Amaranth Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-04,Uttarakhand,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-04,Uttarakhand,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-06-04,Uttarakhand,Baby Corn,52,60 - 66,62 - 86,1kg,N/A
2024-06-04,Uttarakhand,Banana Flower,16,18 - 20,19 - 26,1kg,N/A
2024-06-04,Uttarakhand,Capsicum,43,49 - 55,52 - 71,1kg,N/A
2024-06-04,Uttarakhand,Bitter Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-04,Uttarakhand,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-04,Uttarakhand,Butter Beans,53,61 - 67,64 - 87,1kg,N/A
2024-06-04,Uttarakhand,Broad Beans,75,86 - 95,90 - 124,1kg,N/A
2024-06-04,Uttarakhand,Cabbage,30,35 - 38,36 - 50,1kg,N/A
2024-06-04,Uttarakhand,Carrot,42,48 - 53,50 - 69,1kg,N/A
2024-06-04,Uttarakhand,Cauliflower,27,31 - 34,32 - 45,1kg,N/A
2024-06-04,Uttarakhand,Cluster beans,43,49 - 55,52 - 71,1kg,N/A
2024-06-04,Uttarakhand,Coconut,35,40 - 44,42 - 58,1kg,N/A
2024-06-04,Uttarakhand,Colocasia Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-04,Uttarakhand,Colocasia,27,31 - 34,32 - 45,1kg,N/A
2024-06-04,Uttarakhand,Coriander Leaves,7,8 - 9,8 - 12,1kg,N/A
2024-06-04,Uttarakhand,Corn,34,39 - 43,41 - 56,1kg,N/A
2024-06-04,Uttarakhand,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-06-04,Uttarakhand,Curry Leaves,26,30 - 33,31 - 43,1kg,N/A
2024-06-04,Uttarakhand,Dill Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-04,Uttarakhand,Drumsticks,30,35 - 38,36 - 50,1kg,N/A
2024-06-04,Uttarakhand,Brinjal,38,44 - 48,46 - 63,1kg,N/A
2024-06-04,Uttarakhand,Brinjal (Big),35,40 - 44,42 - 58,1kg,N/A
2024-06-04,Uttarakhand,Elephant Yam,36,41 - 46,43 - 59,1kg,N/A
2024-06-04,Uttarakhand,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-04,Uttarakhand,French Beans,165,190 - 210,198 - 272,1kg,N/A
2024-06-04,Uttarakhand,Garlic,253,291 - 321,304 - 417,1kg,N/A
2024-06-04,Uttarakhand,Ginger,129,148 - 164,155 - 213,1kg,N/A
2024-06-04,Uttarakhand,Onion Green,45,52 - 57,54 - 74,1kg,N/A
2024-06-04,Uttarakhand,Green Peas,47,54 - 60,56 - 78,1kg,N/A
2024-06-04,Uttarakhand,Ivy Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-06-04,Uttarakhand,Lemon (Lime),108,124 - 137,130 - 178,1kg,N/A
2024-06-04,Uttarakhand,Mango Raw,27,31 - 34,32 - 45,1kg,N/A
2024-06-04,Uttarakhand,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-06-04,Uttarakhand,Mushroom,74,85 - 94,89 - 122,1kg,N/A
2024-06-04,Uttarakhand,Mustard Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-04,Uttarakhand,Ladies Finger,41,47 - 52,49 - 68,1kg,N/A
2024-06-04,Uttarakhand,Pumpkin,19,22 - 24,23 - 31,1kg,N/A
2024-06-04,Uttarakhand,Radish,33,38 - 42,40 - 54,1kg,N/A
2024-06-04,Uttarakhand,Ridge Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-04,Uttarakhand,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg,N/A
2024-06-04,Uttarakhand,Snake Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-04,Uttarakhand,Sorrel Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-04,Uttarakhand,Spinach,15,17 - 19,18 - 25,1kg,N/A
2024-06-04,Uttarakhand,Sweet Potato,39,45 - 50,47 - 64,1kg,N/A
2024-06-05,Uttarakhand,Onion Big,32,37 - 41,38 - 53,1kg,N/A
2024-06-05,Uttarakhand,Onion Small,33,38 - 42,40 - 54,1kg,N/A
2024-06-05,Uttarakhand,Tomato,25,29 - 32,30 - 41,1kg,N/A
2024-06-05,Uttarakhand,Green Chilli,95,109 - 121,114 - 157,1kg,N/A
2024-06-05,Uttarakhand,Beetroot,38,44 - 48,46 - 63,1kg,N/A
2024-06-05,Uttarakhand,Potato,34,39 - 43,41 - 56,1kg,N/A
2024-06-05,Uttarakhand,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-06-05,Uttarakhand,Amaranth Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-05,Uttarakhand,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-05,Uttarakhand,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-06-05,Uttarakhand,Baby Corn,52,60 - 66,62 - 86,1kg,N/A
2024-06-05,Uttarakhand,Banana Flower,16,18 - 20,19 - 26,1kg,N/A
2024-06-05,Uttarakhand,Capsicum,43,49 - 55,52 - 71,1kg,N/A
2024-06-05,Uttarakhand,Bitter Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-05,Uttarakhand,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
