Date,State Name,Vegetable Name,Wholesale Price,Retail Price,Mall Price,Unit,Vegetable Image
2024-05-22,Uttarakhand,Brinjal (Big),35,40 - 44,42 - 58,1kg,N/A
2024-05-22,Uttarakhand,Elephant Yam,38,44 - 48,46 - 63,1kg,N/A
2024-05-22,Uttarakhand,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-22,Uttarakhand,French Beans,166,191 - 211,199 - 274,1kg,N/A
2024-05-22,Uttarakhand,Garlic,254,292 - 323,305 - 419,1kg,N/A
2024-05-22,Uttarakhand,Ginger,124,143 - 157,149 - 205,1kg,N/A
2024-05-22,Uttarakhand,Onion Green,44,51 - 56,53 - 73,1kg,N/A
2024-05-22,Uttarakhand,Green Peas,50,58 - 64,60 - 83,1kg,N/A
2024-05-22,Uttarakhand,Ivy Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-05-22,Uttarakhand,Lemon (Lime),97,112 - 123,116 - 160,1kg,N/A
2024-05-22,Uttarakhand,Mango Raw,28,32 - 36,34 - 46,1kg,N/A
2024-05-22,Uttarakhand,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-22,Uttarakhand,Mushroom,80,92 - 102,96 - 132,1kg,N/A
2024-05-22,Uttarakhand,Mustard Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-22,Uttarakhand,Ladies Finger,47,54 - 60,56 - 78,1kg,N/A
2024-05-22,Uttarakhand,Pumpkin,20,23 - 25,24 - 33,1kg,N/A
2024-05-22,Uttarakhand,Radish,33,38 - 42,40 - 54,1kg,N/A
2024-05-22,Uttarakhand,Ridge Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-05-22,Uttarakhand,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,N/A
2024-05-22,Uttarakhand,Snake Gourd,38,44 - 48,46 - 63,1kg,N/A
2024-05-22,Uttarakhand,Sorrel Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-22,Uttarakhand,Spinach,13,15 - 17,16 - 21,1kg,N/A
2024-05-22,Uttarakhand,Sweet Potato,36,41 - 46,43 - 59,1kg,N/A
2024-05-23,Uttarakhand,Onion Big,25,29 - 32,30 - 41,1kg,N/A
2024-05-23,Uttarakhand,Onion Small,33,38 - 42,40 - 54,1kg,N/A
2024-05-23,Uttarakhand,Tomato,24,28 - 30,29 - 40,1kg,N/A
2024-05-23,Uttarakhand,Green Chilli,64,74 - 81,77 - 106,1kg,N/A
2024-05-23,Uttarakhand,Beetroot,37,43 - 47,44 - 61,1kg,N/A
2024-05-23,Uttarakhand,Potato,35,40 - 44,42 - 58,1kg,N/A
2024-05-23,Uttarakhand,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-05-23,Uttarakhand,Amaranth Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-23,Uttarakhand,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-05-23,Uttarakhand,Ash gourd,19,22 - 24,23 - 31,1kg,N/A
2024-05-23,Uttarakhand,Baby Corn,49,56 - 62,59 - 81,1kg,N/A
2024-05-23,Uttarakhand,Banana Flower,20,23 - 25,24 - 33,1kg,N/A
2024-05-23,Uttarakhand,Capsicum,46,53 - 58,55 - 76,1kg,N/A
2024-05-23,Uttarakhand,Bitter Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-05-23,Uttarakhand,Bottle Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-05-23,Uttarakhand,Butter Beans,48,55 - 61,58 - 79,1kg,N/A
2024-05-23,Uttarakhand,Broad Beans,63,72 - 80,76 - 104,1kg,N/A
2024-05-23,Uttarakhand,Cabbage,29,33 - 37,35 - 48,1kg,N/A
2024-05-23,Uttarakhand,Carrot,41,47 - 52,49 - 68,1kg,N/A
2024-05-23,Uttarakhand,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-05-23,Uttarakhand,Cluster beans,42,48 - 53,50 - 69,1kg,N/A
2024-05-23,Uttarakhand,Coconut,38,44 - 48,46 - 63,1kg,N/A
2024-05-23,Uttarakhand,Colocasia Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-23,Uttarakhand,Colocasia,29,33 - 37,35 - 48,1kg,N/A
2024-05-23,Uttarakhand,Coriander Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-23,Uttarakhand,Corn,33,38 - 42,40 - 54,1kg,N/A
2024-05-23,Uttarakhand,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-05-23,Uttarakhand,Curry Leaves,27,31 - 34,32 - 45,1kg,N/A
2024-05-23,Uttarakhand,Dill Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-23,Uttarakhand,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-23,Uttarakhand,Brinjal,35,40 - 44,42 - 58,1kg,N/A
2024-05-23,Uttarakhand,Brinjal (Big),35,40 - 44,42 - 58,1kg,N/A
2024-05-23,Uttarakhand,Elephant Yam,38,44 - 48,46 - 63,1kg,N/A
2024-05-23,Uttarakhand,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-23,Uttarakhand,French Beans,166,191 - 211,199 - 274,1kg,N/A
2024-05-23,Uttarakhand,Garlic,254,292 - 323,305 - 419,1kg,N/A
2024-05-23,Uttarakhand,Ginger,124,143 - 157,149 - 205,1kg,N/A
2024-05-23,Uttarakhand,Onion Green,44,51 - 56,53 - 73,1kg,N/A
2024-05-23,Uttarakhand,Green Peas,50,58 - 64,60 - 83,1kg,N/A
2024-05-23,Uttarakhand,Ivy Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-05-23,Uttarakhand,Lemon (Lime),97,112 - 123,116 - 160,1kg,N/A
2024-05-23,Uttarakhand,Mango Raw,28,32 - 36,34 - 46,1kg,N/A
2024-05-23,Uttarakhand,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-23,Uttarakhand,Mushroom,80,92 - 102,96 - 132,1kg,N/A
2024-05-23,Uttarakhand,Mustard Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-23,Uttarakhand,Ladies Finger,47,54 - 60,56 - 78,1kg,N/A
2024-05-23,Uttarakhand,Pumpkin,20,23 - 25,24 - 33,1kg,N/A
2024-05-23,Uttarakhand,Radish,33,38 - 42,40 - 54,1kg,N/A
2024-05-23,Uttarakhand,Ridge Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-05-23,Uttarakhand,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,N/A
2024-05-23,Uttarakhand,Snake Gourd,38,44 - 48,46 - 63,1kg,N/A
2024-05-23,Uttarakhand,Sorrel Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-23,Uttarakhand,Spinach,13,15 - 17,16 - 21,1kg,N/A
2024-05-23,Uttarakhand,Sweet Potato,36,41 - 46,43 - 59,1kg,N/A
2024-05-24,Uttarakhand,Onion Big,24,28 - 30,29 - 40,1kg,N/A
2024-05-24,Uttarakhand,Onion Small,34,39 - 43,41 - 56,1kg,N/A
2024-05-24,Uttarakhand,Tomato,24,28 - 30,29 - 40,1kg,N/A
2024-05-24,Uttarakhand,Green Chilli,62,71 - 79,74 - 102,1kg,N/A
2024-05-24,Uttarakhand,Beetroot,37,43 - 47,44 - 61,1kg,N/A
2024-05-24,Uttarakhand,Potato,36,41 - 46,43 - 59,1kg,N/A
2024-05-24,Uttarakhand,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-05-24,Uttarakhand,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-24,Uttarakhand,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-05-24,Uttarakhand,Ash gourd,20,23 - 25,24 - 33,1kg,N/A
2024-05-24,Uttarakhand,Baby Corn,55,63 - 70,66 - 91,1kg,N/A
2024-05-24,Uttarakhand,Banana Flower,16,18 - 20,19 - 26,1kg,N/A
2024-05-24,Uttarakhand,Capsicum,40,46 - 51,48 - 66,1kg,N/A
2024-05-24,Uttarakhand,Bitter Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-05-24,Uttarakhand,Bottle Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-05-24,Uttarakhand,Butter Beans,52,60 - 66,62 - 86,1kg,N/A
2024-05-24,Uttarakhand,Broad Beans,74,85 - 94,89 - 122,1kg,N/A
2024-05-24,Uttarakhand,Cabbage,31,36 - 39,37 - 51,1kg,N/A
2024-05-24,Uttarakhand,Carrot,41,47 - 52,49 - 68,1kg,N/A
2024-05-24,Uttarakhand,Cauliflower,27,31 - 34,32 - 45,1kg,N/A
2024-05-24,Uttarakhand,Cluster beans,42,48 - 53,50 - 69,1kg,N/A
2024-05-24,Uttarakhand,Coconut,34,39 - 43,41 - 56,1kg,N/A
2024-05-24,Uttarakhand,Colocasia Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-24,Uttarakhand,Colocasia,28,32 - 36,34 - 46,1kg,N/A
2024-05-24,Uttarakhand,Coriander Leaves,7,8 - 9,8 - 12,1kg,N/A
2024-05-24,Uttarakhand,Corn,30,35 - 38,36 - 50,1kg,N/A
2024-05-24,Uttarakhand,Cucumber,28,32 - 36,34 - 46,1kg,N/A
2024-05-24,Uttarakhand,Curry Leaves,29,33 - 37,35 - 48,1kg,N/A
2024-05-24,Uttarakhand,Dill Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-24,Uttarakhand,Drumsticks,30,35 - 38,36 - 50,1kg,N/A
2024-05-24,Uttarakhand,Brinjal,35,40 - 44,42 - 58,1kg,N/A
2024-05-24,Uttarakhand,Brinjal (Big),34,39 - 43,41 - 56,1kg,N/A
2024-05-24,Uttarakhand,Elephant Yam,34,39 - 43,41 - 56,1kg,N/A
2024-05-24,Uttarakhand,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-24,Uttarakhand,French Beans,176,202 - 224,211 - 290,1kg,N/A
2024-05-24,Uttarakhand,Garlic,270,311 - 343,324 - 446,1kg,N/A
2024-05-24,Uttarakhand,Ginger,128,147 - 163,154 - 211,1kg,N/A
2024-05-24,Uttarakhand,Onion Green,44,51 - 56,53 - 73,1kg,N/A
2024-05-24,Uttarakhand,Green Peas,43,49 - 55,52 - 71,1kg,N/A
2024-05-24,Uttarakhand,Ivy Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-05-24,Uttarakhand,Lemon (Lime),99,114 - 126,119 - 163,1kg,N/A
2024-05-24,Uttarakhand,Mango Raw,30,35 - 38,36 - 50,1kg,N/A
2024-05-24,Uttarakhand,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-24,Uttarakhand,Mushroom,87,100 - 110,104 - 144,1kg,N/A
2024-05-24,Uttarakhand,Mustard Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-24,Uttarakhand,Ladies Finger,47,54 - 60,56 - 78,1kg,N/A
2024-05-24,Uttarakhand,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-05-24,Uttarakhand,Radish,35,40 - 44,42 - 58,1kg,N/A
2024-05-24,Uttarakhand,Ridge Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-05-24,Uttarakhand,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg,N/A
2024-05-24,Uttarakhand,Snake Gourd,39,45 - 50,47 - 64,1kg,N/A
2024-05-24,Uttarakhand,Sorrel Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-24,Uttarakhand,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-05-24,Uttarakhand,Sweet Potato,39,45 - 50,47 - 64,1kg,N/A
2024-05-25,Uttarakhand,Onion Big,24,28 - 30,29 - 40,1kg,N/A
2024-05-25,Uttarakhand,Onion Small,34,39 - 43,41 - 56,1kg,N/A
2024-05-25,Uttarakhand,Tomato,24,28 - 30,29 - 40,1kg,N/A
2024-05-25,Uttarakhand,Green Chilli,62,71 - 79,74 - 102,1kg,N/A
2024-05-25,Uttarakhand,Beetroot,37,43 - 47,44 - 61,1kg,N/A
2024-05-25,Uttarakhand,Potato,36,41 - 46,43 - 59,1kg,N/A
2024-05-25,Uttarakhand,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-05-25,Uttarakhand,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-25,Uttarakhand,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-05-25,Uttarakhand,Ash gourd,20,23 - 25,24 - 33,1kg,N/A
2024-05-25,Uttarakhand,Baby Corn,55,63 - 70,66 - 91,1kg,N/A
2024-05-25,Uttarakhand,Banana Flower,16,18 - 20,19 - 26,1kg,N/A
2024-05-25,Uttarakhand,Capsicum,40,46 - 51,48 - 66,1kg,N/A
2024-05-25,Uttarakhand,Bitter Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-05-25,Uttarakhand,Bottle Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-05-25,Uttarakhand,Butter Beans,52,60 - 66,62 - 86,1kg,N/A
2024-05-25,Uttarakhand,Broad Beans,74,85 - 94,89 - 122,1kg,N/A
2024-05-25,Uttarakhand,Cabbage,31,36 - 39,37 - 51,1kg,N/A
2024-05-25,Uttarakhand,Carrot,41,47 - 52,49 - 68,1kg,N/A
2024-05-25,Uttarakhand,Cauliflower,27,31 - 34,32 - 45,1kg,N/A
2024-05-25,Uttarakhand,Cluster beans,42,48 - 53,50 - 69,1kg,N/A
2024-05-25,Uttarakhand,Coconut,34,39 - 43,41 - 56,1kg,N/A
2024-05-25,Uttarakhand,Colocasia Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-25,Uttarakhand,Colocasia,28,32 - 36,34 - 46,1kg,N/A
2024-05-25,Uttarakhand,Coriander Leaves,7,8 - 9,8 - 12,1kg,N/A
2024-05-25,Uttarakhand,Corn,30,35 - 38,36 - 50,1kg,N/A
2024-05-25,Uttarakhand,Cucumber,28,32 - 36,34 - 46,1kg,N/A
2024-05-25,Uttarakhand,Curry Leaves,29,33 - 37,35 - 48,1kg,N/A
2024-05-25,Uttarakhand,Dill Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-25,Uttarakhand,Drumsticks,30,35 - 38,36 - 50,1kg,N/A
2024-05-25,Uttarakhand,Brinjal,35,40 - 44,42 - 58,1kg,N/A
2024-05-25,Uttarakhand,Brinjal (Big),34,39 - 43,41 - 56,1kg,N/A
2024-05-25,Uttarakhand,Elephant Yam,34,39 - 43,41 - 56,1kg,N/A
2024-05-25,Uttarakhand,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-25,Uttarakhand,French Beans,176,202 - 224,211 - 290,1kg,N/A
2024-05-25,Uttarakhand,Garlic,270,311 - 343,324 - 446,1kg,N/A
2024-05-25,Uttarakhand,Ginger,128,147 - 163,154 - 211,1kg,N/A
2024-05-25,Uttarakhand,Onion Green,44,51 - 56,53 - 73,1kg,N/A
2024-05-25,Uttarakhand,Green Peas,43,49 - 55,52 - 71,1kg,N/A
2024-05-25,Uttarakhand,Ivy Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-05-25,Uttarakhand,Lemon (Lime),99,114 - 126,119 - 163,1kg,N/A
2024-05-25,Uttarakhand,Mango Raw,30,35 - 38,36 - 50,1kg,N/A
2024-05-25,Uttarakhand,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-25,Uttarakhand,Mushroom,87,100 - 110,104 - 144,1kg,N/A
2024-05-25,Uttarakhand,Mustard Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-25,Uttarakhand,Ladies Finger,47,54 - 60,56 - 78,1kg,N/A
2024-05-25,Uttarakhand,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-05-25,Uttarakhand,Radish,35,40 - 44,42 - 58,1kg,N/A
2024-05-25,Uttarakhand,Ridge Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-05-25,Uttarakhand,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg,N/A
2024-05-25,Uttarakhand,Snake Gourd,39,45 - 50,47 - 64,1kg,N/A
2024-05-25,Uttarakhand,Sorrel Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-25,Uttarakhand,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-05-25,Uttarakhand,Sweet Potato,39,45 - 50,47 - 64,1kg,N/A
2024-05-26,Uttarakhand,Onion Big,30,35 - 38,36 - 50,1kg,N/A
2024-05-26,Uttarakhand,Onion Small,34,39 - 43,41 - 56,1kg,N/A
2024-05-26,Uttarakhand,Tomato,27,31 - 34,32 - 45,1kg,N/A
2024-05-26,Uttarakhand,Green Chilli,60,69 - 76,72 - 99,1kg,N/A
2024-05-26,Uttarakhand,Beetroot,37,43 - 47,44 - 61,1kg,N/A
2024-05-26,Uttarakhand,Potato,33,38 - 42,40 - 54,1kg,N/A
2024-05-26,Uttarakhand,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-05-26,Uttarakhand,Amaranth Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-26,Uttarakhand,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-05-26,Uttarakhand,Ash gourd,20,23 - 25,24 - 33,1kg,N/A
2024-05-26,Uttarakhand,Baby Corn,62,71 - 79,74 - 102,1kg,N/A
2024-05-26,Uttarakhand,Banana Flower,18,21 - 23,22 - 30,1kg,N/A
2024-05-26,Uttarakhand,Capsicum,43,49 - 55,52 - 71,1kg,N/A
2024-05-26,Uttarakhand,Bitter Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-05-26,Uttarakhand,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-05-26,Uttarakhand,Butter Beans,50,58 - 64,60 - 83,1kg,N/A
2024-05-26,Uttarakhand,Broad Beans,61,70 - 77,73 - 101,1kg,N/A
2024-05-26,Uttarakhand,Cabbage,29,33 - 37,35 - 48,1kg,N/A
2024-05-26,Uttarakhand,Carrot,42,48 - 53,50 - 69,1kg,N/A
2024-05-26,Uttarakhand,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-05-26,Uttarakhand,Cluster beans,43,49 - 55,52 - 71,1kg,N/A
2024-05-26,Uttarakhand,Coconut,37,43 - 47,44 - 61,1kg,N/A
2024-05-26,Uttarakhand,Colocasia Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-26,Uttarakhand,Colocasia,28,32 - 36,34 - 46,1kg,N/A
2024-05-26,Uttarakhand,Coriander Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-26,Uttarakhand,Corn,33,38 - 42,40 - 54,1kg,N/A
2024-05-26,Uttarakhand,Cucumber,28,32 - 36,34 - 46,1kg,N/A
2024-05-26,Uttarakhand,Curry Leaves,28,32 - 36,34 - 46,1kg,N/A
2024-05-26,Uttarakhand,Dill Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-26,Uttarakhand,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-26,Uttarakhand,Brinjal,38,44 - 48,46 - 63,1kg,N/A
2024-05-26,Uttarakhand,Brinjal (Big),31,36 - 39,37 - 51,1kg,N/A
2024-05-26,Uttarakhand,Elephant Yam,37,43 - 47,44 - 61,1kg,N/A
2024-05-26,Uttarakhand,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-26,Uttarakhand,French Beans,178,205 - 226,214 - 294,1kg,N/A
2024-05-26,Uttarakhand,Garlic,250,288 - 318,300 - 413,1kg,N/A
2024-05-26,Uttarakhand,Ginger,125,144 - 159,150 - 206,1kg,N/A
2024-05-26,Uttarakhand,Onion Green,40,46 - 51,48 - 66,1kg,N/A
2024-05-26,Uttarakhand,Green Peas,43,49 - 55,52 - 71,1kg,N/A
2024-05-26,Uttarakhand,Ivy Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-05-26,Uttarakhand,Lemon (Lime),101,116 - 128,121 - 167,1kg,N/A
2024-05-26,Uttarakhand,Mango Raw,27,31 - 34,32 - 45,1kg,N/A
2024-05-26,Uttarakhand,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-05-26,Uttarakhand,Mushroom,88,101 - 112,106 - 145,1kg,N/A
2024-05-26,Uttarakhand,Mustard Leaves,18,21 - 23,22 - 30,1kg,N/A
2024-05-26,Uttarakhand,Ladies Finger,43,49 - 55,52 - 71,1kg,N/A
2024-05-26,Uttarakhand,Pumpkin,23,26 - 29,28 - 38,1kg,N/A
2024-05-26,Uttarakhand,Radish,31,36 - 39,37 - 51,1kg,N/A
2024-05-26,Uttarakhand,Ridge Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-05-26,Uttarakhand,Shallot (Pearl Onion),37,43 - 47,44 - 61,1kg,N/A
2024-05-26,Uttarakhand,Snake Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-05-26,Uttarakhand,Sorrel Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-26,Uttarakhand,Spinach,10,12 - 13,12 - 17,1kg,N/A
2024-05-26,Uttarakhand,Sweet Potato,38,44 - 48,46 - 63,1kg,N/A
2024-05-27,Uttarakhand,Onion Big,34,39 - 43,41 - 56,1kg,N/A
2024-05-27,Uttarakhand,Onion Small,37,43 - 47,44 - 61,1kg,N/A
2024-05-27,Uttarakhand,Tomato,26,30 - 33,31 - 43,1kg,N/A
2024-05-27,Uttarakhand,Green Chilli,68,78 - 86,82 - 112,1kg,N/A
2024-05-27,Uttarakhand,Beetroot,36,41 - 46,43 - 59,1kg,N/A
2024-05-27,Uttarakhand,Potato,35,40 - 44,42 - 58,1kg,N/A
2024-05-27,Uttarakhand,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-05-27,Uttarakhand,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-27,Uttarakhand,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-05-27,Uttarakhand,Ash gourd,23,26 - 29,28 - 38,1kg,N/A
2024-05-27,Uttarakhand,Baby Corn,48,55 - 61,58 - 79,1kg,N/A
2024-05-27,Uttarakhand,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-05-27,Uttarakhand,Capsicum,45,52 - 57,54 - 74,1kg,N/A
2024-05-27,Uttarakhand,Bitter Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-05-27,Uttarakhand,Bottle Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-05-27,Uttarakhand,Butter Beans,49,56 - 62,59 - 81,1kg,N/A
2024-05-27,Uttarakhand,Broad Beans,69,79 - 88,83 - 114,1kg,N/A
2024-05-27,Uttarakhand,Cabbage,32,37 - 41,38 - 53,1kg,N/A
2024-05-27,Uttarakhand,Carrot,44,51 - 56,53 - 73,1kg,N/A
2024-05-27,Uttarakhand,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-05-27,Uttarakhand,Cluster beans,42,48 - 53,50 - 69,1kg,N/A
2024-05-27,Uttarakhand,Coconut,36,41 - 46,43 - 59,1kg,N/A
2024-05-27,Uttarakhand,Colocasia Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-27,Uttarakhand,Colocasia,29,33 - 37,35 - 48,1kg,N/A
2024-05-27,Uttarakhand,Coriander Leaves,6,7 - 8,7 - 10,1kg,N/A
2024-05-27,Uttarakhand,Corn,30,35 - 38,36 - 50,1kg,N/A
2024-05-27,Uttarakhand,Cucumber,24,28 - 30,29 - 40,1kg,N/A
2024-05-27,Uttarakhand,Curry Leaves,29,33 - 37,35 - 48,1kg,N/A
2024-05-27,Uttarakhand,Dill Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-27,Uttarakhand,Drumsticks,30,35 - 38,36 - 50,1kg,N/A
2024-05-27,Uttarakhand,Brinjal,32,37 - 41,38 - 53,1kg,N/A
2024-05-27,Uttarakhand,Brinjal (Big),33,38 - 42,40 - 54,1kg,N/A
2024-05-27,Uttarakhand,Elephant Yam,37,43 - 47,44 - 61,1kg,N/A
2024-05-27,Uttarakhand,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-27,Uttarakhand,French Beans,165,190 - 210,198 - 272,1kg,N/A
2024-05-27,Uttarakhand,Garlic,277,319 - 352,332 - 457,1kg,N/A
2024-05-27,Uttarakhand,Ginger,140,161 - 178,168 - 231,1kg,N/A
2024-05-27,Uttarakhand,Onion Green,44,51 - 56,53 - 73,1kg,N/A
2024-05-27,Uttarakhand,Green Peas,40,46 - 51,48 - 66,1kg,N/A
2024-05-27,Uttarakhand,Ivy Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-05-27,Uttarakhand,Lemon (Lime),104,120 - 132,125 - 172,1kg,N/A
2024-05-27,Uttarakhand,Mango Raw,29,33 - 37,35 - 48,1kg,N/A
2024-05-27,Uttarakhand,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-27,Uttarakhand,Mushroom,73,84 - 93,88 - 120,1kg,N/A
2024-05-27,Uttarakhand,Mustard Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-27,Uttarakhand,Ladies Finger,45,52 - 57,54 - 74,1kg,N/A
2024-05-27,Uttarakhand,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-05-27,Uttarakhand,Radish,37,43 - 47,44 - 61,1kg,N/A
2024-05-27,Uttarakhand,Ridge Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-27,Uttarakhand,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,N/A
2024-05-27,Uttarakhand,Snake Gourd,40,46 - 51,48 - 66,1kg,N/A
2024-05-27,Uttarakhand,Sorrel Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-27,Uttarakhand,Spinach,15,17 - 19,18 - 25,1kg,N/A
2024-05-27,Uttarakhand,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-05-28,Uttarakhand,Onion Big,34,39 - 43,41 - 56,1kg,N/A
2024-05-28,Uttarakhand,Onion Small,37,43 - 47,44 - 61,1kg,N/A
2024-05-28,Uttarakhand,Tomato,26,30 - 33,31 - 43,1kg,N/A
2024-05-28,Uttarakhand,Green Chilli,68,78 - 86,82 - 112,1kg,N/A
2024-05-28,Uttarakhand,Beetroot,36,41 - 46,43 - 59,1kg,N/A
2024-05-28,Uttarakhand,Potato,35,40 - 44,42 - 58,1kg,N/A
2024-05-28,Uttarakhand,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-05-28,Uttarakhand,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-28,Uttarakhand,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-05-28,Uttarakhand,Ash gourd,23,26 - 29,28 - 38,1kg,N/A
2024-05-28,Uttarakhand,Baby Corn,48,55 - 61,58 - 79,1kg,N/A
2024-05-28,Uttarakhand,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-05-28,Uttarakhand,Capsicum,45,52 - 57,54 - 74,1kg,N/A
2024-05-28,Uttarakhand,Bitter Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-05-28,Uttarakhand,Bottle Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-05-28,Uttarakhand,Butter Beans,49,56 - 62,59 - 81,1kg,N/A
2024-05-28,Uttarakhand,Broad Beans,69,79 - 88,83 - 114,1kg,N/A
2024-05-28,Uttarakhand,Cabbage,32,37 - 41,38 - 53,1kg,N/A
2024-05-28,Uttarakhand,Carrot,44,51 - 56,53 - 73,1kg,N/A
2024-05-28,Uttarakhand,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-05-28,Uttarakhand,Cluster beans,42,48 - 53,50 - 69,1kg,N/A
2024-05-28,Uttarakhand,Coconut,36,41 - 46,43 - 59,1kg,N/A
